50 30
8	8	8	8	8	8	8	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	0	11	11	0	0	0	1	1	1	1	1	1	0	0	0	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	0	11	1	0	12	15	0	0	12	12	0	0	12	0	0	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	0	11	1	0	12	15	0	15	12	12	0	15	12	0	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	0	11	1	0	12	12	0	15	12	12	0	15	12	0	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	0	11	11	0	0	12	12	12	12	12	12	12	12	0	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	0	1	1	1	0	12	12	0	0	12	12	12	0	8	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	8	0	1	1	0	12	12	4	4	12	12	0	8	8	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	8	0	0	1	0	0	12	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	0	0	0	0	1	1	0	0	0	0	1	0	1	0	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	0	1	0	1	1	1	1	1	1	1	1	1	0	0	8	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	0	0	0	0	0	1	1	0	0	0	0	1	11	0	8	8	0	0	8	8	8	8	8	8	
8	8	8	8	8	8	0	11	11	1	0	1	0	12	12	0	1	0	11	0	0	0	12	12	0	8	8	8	8	8	
8	8	8	8	8	0	11	11	11	1	1	0	12	0	0	12	0	1	0	1	0	12	0	0	12	0	8	8	8	8	
8	8	8	8	8	0	1	1	1	1	1	0	12	0	12	12	0	1	0	1	0	12	0	12	12	0	8	8	8	8	
8	8	8	8	8	0	1	1	1	1	1	0	12	12	12	12	0	0	0	1	0	12	12	12	12	0	8	8	8	8	
8	8	8	8	8	8	0	0	0	0	1	0	0	12	12	0	1	0	0	0	0	12	12	12	0	8	8	8	8	8	
8	8	8	8	8	8	8	8	8	0	0	11	1	0	0	1	0	1	0	8	8	0	0	0	8	8	8	8	8	8	
8	8	8	8	8	8	8	8	8	0	0	11	1	1	1	1	0	11	11	0	8	8	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	8	8	0	11	0	1	1	1	0	1	11	11	1	0	0	8	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	8	0	1	11	11	0	0	0	0	1	1	11	11	0	1	0	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	0	1	11	1	1	0	8	8	8	0	1	1	0	1	1	0	8	8	8	8	8	8	8	
8	8	8	8	8	8	8	0	0	11	1	0	8	8	8	8	8	0	0	1	1	1	0	8	8	8	8	8	8	8	
8	8	8	8	8	8	0	1	1	0	11	0	8	8	8	8	8	0	1	1	1	1	0	8	8	8	8	8	8	8	
8	8	8	8	8	0	1	1	1	1	0	0	8	8	8	8	0	1	1	1	1	0	0	0	8	8	8	8	8	8	
8	8	8	0	0	1	1	1	1	1	1	0	8	8	8	8	0	1	1	1	0	1	1	1	0	8	8	8	8	8	
8	8	0	0	1	1	1	1	1	1	0	8	8	8	8	0	1	0	0	0	1	1	1	1	1	0	8	8	8	8	
8	8	0	1	1	1	1	1	1	1	0	8	8	8	8	0	1	1	1	1	1	1	1	1	1	1	0	8	8	8	
8	8	0	0	0	0	0	0	0	0	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	
